titles,artists,ids,index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Reach Out I'll Be There,Four Tops,6Pkj4nv5K53i64cLVgkVyY,6Pkj4nv5K53i64cLVgkVyY,0.607,0.599,3,-8.908,0,0.0282,0.0253,0.0,0.188,0.735,119.842,audio_features,6Pkj4nv5K53i64cLVgkVyY,spotify:track:6Pkj4nv5K53i64cLVgkVyY,https://api.spotify.com/v1/tracks/6Pkj4nv5K53i64cLVgkVyY,https://api.spotify.com/v1/audio-analysis/6Pkj4nv5K53i64cLVgkVyY,178533,4
These Boots Are Made for Walkin',Nancy Sinatra,2HEgBBls7l0smWTxPx0MtZ,2HEgBBls7l0smWTxPx0MtZ,0.628,0.42,9,-10.547,1,0.177,0.395,2.55e-06,0.104,0.337,165.304,audio_features,2HEgBBls7l0smWTxPx0MtZ,spotify:track:2HEgBBls7l0smWTxPx0MtZ,https://api.spotify.com/v1/tracks/2HEgBBls7l0smWTxPx0MtZ,https://api.spotify.com/v1/audio-analysis/2HEgBBls7l0smWTxPx0MtZ,166133,4
Cherish,The Association,7uGeDI6nJEdUYMsMd7mQyl,7uGeDI6nJEdUYMsMd7mQyl,0.51,0.544,5,-8.308,1,0.0282,0.776,0.0,0.144,0.598,110.197,audio_features,7uGeDI6nJEdUYMsMd7mQyl,spotify:track:7uGeDI6nJEdUYMsMd7mQyl,https://api.spotify.com/v1/tracks/7uGeDI6nJEdUYMsMd7mQyl,https://api.spotify.com/v1/audio-analysis/7uGeDI6nJEdUYMsMd7mQyl,207133,4
Strangers in the Night,Frank Sinatra,74VR3AkGPhbYXnxcOYa16x,74VR3AkGPhbYXnxcOYa16x,0.259,0.473,5,-8.275,1,0.0295,0.592,0.0,0.201,0.539,90.348,audio_features,74VR3AkGPhbYXnxcOYa16x,spotify:track:74VR3AkGPhbYXnxcOYa16x,https://api.spotify.com/v1/tracks/74VR3AkGPhbYXnxcOYa16x,https://api.spotify.com/v1/audio-analysis/74VR3AkGPhbYXnxcOYa16x,157867,4
Kicks,Paul Revere & the Raiders,71mwyVnF4UkoofVD9bZjqR,71mwyVnF4UkoofVD9bZjqR,0.54,0.682,8,-8.201,1,0.039,0.0663,3.8e-06,0.34,0.593,131.242,audio_features,71mwyVnF4UkoofVD9bZjqR,spotify:track:71mwyVnF4UkoofVD9bZjqR,https://api.spotify.com/v1/tracks/71mwyVnF4UkoofVD9bZjqR,https://api.spotify.com/v1/audio-analysis/71mwyVnF4UkoofVD9bZjqR,151027,4
The Ballad of the Green Berets,SSgt Barry Sadler,0yjNmllr3Ew6f97TqPuEqa,0yjNmllr3Ew6f97TqPuEqa,0.715,0.327,0,-11.814,1,0.033,0.782,0.000344,0.625,0.713,84.369,audio_features,0yjNmllr3Ew6f97TqPuEqa,spotify:track:0yjNmllr3Ew6f97TqPuEqa,https://api.spotify.com/v1/tracks/0yjNmllr3Ew6f97TqPuEqa,https://api.spotify.com/v1/audio-analysis/0yjNmllr3Ew6f97TqPuEqa,146400,4
Good Lovin',The Young Rascals,0XnhQGfqfi5CnZXcONJuI5,0XnhQGfqfi5CnZXcONJuI5,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,audio_features,0XnhQGfqfi5CnZXcONJuI5,spotify:track:0XnhQGfqfi5CnZXcONJuI5,https://api.spotify.com/v1/tracks/0XnhQGfqfi5CnZXcONJuI5,https://api.spotify.com/v1/audio-analysis/0XnhQGfqfi5CnZXcONJuI5,150907,4
(You're My) Soul and Inspiration,The Righteous Brothers,7ES3QjxzmFKMJWt90giLsv,7ES3QjxzmFKMJWt90giLsv,0.48,0.416,10,-11.692,1,0.0847,0.77,0.000681,0.966,0.428,93.701,audio_features,7ES3QjxzmFKMJWt90giLsv,spotify:track:7ES3QjxzmFKMJWt90giLsv,https://api.spotify.com/v1/tracks/7ES3QjxzmFKMJWt90giLsv,https://api.spotify.com/v1/audio-analysis/7ES3QjxzmFKMJWt90giLsv,206107,4
You Can't Hurry Love,The Supremes,1OppEieGNdItZbE14gLBEv,1OppEieGNdItZbE14gLBEv,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,audio_features,1OppEieGNdItZbE14gLBEv,spotify:track:1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/tracks/1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/audio-analysis/1OppEieGNdItZbE14gLBEv,167933,4
Sunny,Bobby Hebb,4vju55Ag7apDL2CfotuE7Q,4vju55Ag7apDL2CfotuE7Q,0.714,0.338,4,-10.994,0,0.0456,0.93,0.00644,0.389,0.667,128.385,audio_features,4vju55Ag7apDL2CfotuE7Q,spotify:track:4vju55Ag7apDL2CfotuE7Q,https://api.spotify.com/v1/tracks/4vju55Ag7apDL2CfotuE7Q,https://api.spotify.com/v1/audio-analysis/4vju55Ag7apDL2CfotuE7Q,165067,4
See You In September,The Happenings,2caREKLVN9PbVDe9EPzXjc,2caREKLVN9PbVDe9EPzXjc,0.519,0.422,4,-8.732,1,0.0282,0.864,0.0,0.332,0.803,128.956,audio_features,2caREKLVN9PbVDe9EPzXjc,spotify:track:2caREKLVN9PbVDe9EPzXjc,https://api.spotify.com/v1/tracks/2caREKLVN9PbVDe9EPzXjc,https://api.spotify.com/v1/audio-analysis/2caREKLVN9PbVDe9EPzXjc,147227,4
Li'l Red Riding Hood,Sam the Sham and the Pharaohs,73Sk2zDTBUg0PnqAh98gic,73Sk2zDTBUg0PnqAh98gic,0.779,0.418,11,-8.432,0,0.036,0.72,0.0,0.197,0.581,121.997,audio_features,73Sk2zDTBUg0PnqAh98gic,spotify:track:73Sk2zDTBUg0PnqAh98gic,https://api.spotify.com/v1/tracks/73Sk2zDTBUg0PnqAh98gic,https://api.spotify.com/v1/audio-analysis/73Sk2zDTBUg0PnqAh98gic,161560,4
Lightnin' Strikes,Lou Christie,2OQhFe5jjTnMWaaDRZxz31,2OQhFe5jjTnMWaaDRZxz31,0.619,0.654,3,-8.46,1,0.0652,0.611,0.0,0.144,0.688,134.293,audio_features,2OQhFe5jjTnMWaaDRZxz31,spotify:track:2OQhFe5jjTnMWaaDRZxz31,https://api.spotify.com/v1/tracks/2OQhFe5jjTnMWaaDRZxz31,https://api.spotify.com/v1/audio-analysis/2OQhFe5jjTnMWaaDRZxz31,181493,4
Poor Side of Town,Johnny Rivers,60DmpUd1BnemzjASiUewnf,60DmpUd1BnemzjASiUewnf,0.423,0.467,6,-12.194,0,0.0317,0.722,2.38e-06,0.255,0.553,104.165,audio_features,60DmpUd1BnemzjASiUewnf,spotify:track:60DmpUd1BnemzjASiUewnf,https://api.spotify.com/v1/tracks/60DmpUd1BnemzjASiUewnf,https://api.spotify.com/v1/audio-analysis/60DmpUd1BnemzjASiUewnf,218387,4
Working In The Coal Mine,Lee Dorsey,5GR1Jj5ahZtoR6WqyM5LP4,5GR1Jj5ahZtoR6WqyM5LP4,0.766,0.493,3,-8.571,1,0.0689,0.691,0.0,0.0556,0.921,142.764,audio_features,5GR1Jj5ahZtoR6WqyM5LP4,spotify:track:5GR1Jj5ahZtoR6WqyM5LP4,https://api.spotify.com/v1/tracks/5GR1Jj5ahZtoR6WqyM5LP4,https://api.spotify.com/v1/audio-analysis/5GR1Jj5ahZtoR6WqyM5LP4,169933,4
A Groovy Kind of Love,The Mindbenders,2xOEmK42jfYwj0biDzNlW2,2xOEmK42jfYwj0biDzNlW2,0.444,0.502,11,-13.791,0,0.031,0.472,1.9e-05,0.115,0.484,98.789,audio_features,2xOEmK42jfYwj0biDzNlW2,spotify:track:2xOEmK42jfYwj0biDzNlW2,https://api.spotify.com/v1/tracks/2xOEmK42jfYwj0biDzNlW2,https://api.spotify.com/v1/audio-analysis/2xOEmK42jfYwj0biDzNlW2,121003,4
You Don't Have To Say You Love Me,Dusty Springfield,0q8nQ0H4ad4KYcZdrTZPux,0q8nQ0H4ad4KYcZdrTZPux,0.317,0.513,2,-9.24,0,0.0339,0.455,0.0,0.0719,0.627,111.5,audio_features,0q8nQ0H4ad4KYcZdrTZPux,spotify:track:0q8nQ0H4ad4KYcZdrTZPux,https://api.spotify.com/v1/tracks/0q8nQ0H4ad4KYcZdrTZPux,https://api.spotify.com/v1/audio-analysis/0q8nQ0H4ad4KYcZdrTZPux,170440,3
Sunshine Superman,Donovan,4RGxUjaCmVtD30pIhtEi7w,4RGxUjaCmVtD30pIhtEi7w,0.629,0.677,1,-7.239,1,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,audio_features,4RGxUjaCmVtD30pIhtEi7w,spotify:track:4RGxUjaCmVtD30pIhtEi7w,https://api.spotify.com/v1/tracks/4RGxUjaCmVtD30pIhtEi7w,https://api.spotify.com/v1/audio-analysis/4RGxUjaCmVtD30pIhtEi7w,195000,4
Born a Woman,Sandy Posey,0Mvq8TPdX7kVLfF34jpvHS,0Mvq8TPdX7kVLfF34jpvHS,0.755,0.38,0,-12.212,1,0.0309,0.726,5.19e-06,0.165,0.906,114.556,audio_features,0Mvq8TPdX7kVLfF34jpvHS,spotify:track:0Mvq8TPdX7kVLfF34jpvHS,https://api.spotify.com/v1/tracks/0Mvq8TPdX7kVLfF34jpvHS,https://api.spotify.com/v1/audio-analysis/0Mvq8TPdX7kVLfF34jpvHS,120027,4
"Monday, Monday",The Mamas & the Papas,3EFb1qDgIqf9MegIryKtDj,3EFb1qDgIqf9MegIryKtDj,0.488,0.464,1,-9.496,1,0.0284,0.742,0.0,0.57,0.709,109.853,audio_features,3EFb1qDgIqf9MegIryKtDj,spotify:track:3EFb1qDgIqf9MegIryKtDj,https://api.spotify.com/v1/tracks/3EFb1qDgIqf9MegIryKtDj,https://api.spotify.com/v1/audio-analysis/3EFb1qDgIqf9MegIryKtDj,208293,4
Red Rubber Ball,The Cyrkle,6DuLN8tFW0DkH9wsbTHZsX,6DuLN8tFW0DkH9wsbTHZsX,0.644,0.459,9,-11.702,1,0.0322,0.657,0.0,0.0876,0.852,92.801,audio_features,6DuLN8tFW0DkH9wsbTHZsX,spotify:track:6DuLN8tFW0DkH9wsbTHZsX,https://api.spotify.com/v1/tracks/6DuLN8tFW0DkH9wsbTHZsX,https://api.spotify.com/v1/audio-analysis/6DuLN8tFW0DkH9wsbTHZsX,137493,4
Born Free,Roger Williams,2vDLWF0RVb7h8OlF2i8F94,2vDLWF0RVb7h8OlF2i8F94,0.602,0.662,7,-7.952,0,0.0315,0.752,2.59e-06,0.12,0.525,118.776,audio_features,2vDLWF0RVb7h8OlF2i8F94,spotify:track:2vDLWF0RVb7h8OlF2i8F94,https://api.spotify.com/v1/tracks/2vDLWF0RVb7h8OlF2i8F94,https://api.spotify.com/v1/audio-analysis/2vDLWF0RVb7h8OlF2i8F94,141500,4
Walk Away Renée,The Left Banke,6utiXjyN4dWoMNEZa2skxn,6utiXjyN4dWoMNEZa2skxn,0.405,0.563,9,-7.313,1,0.033,0.735,0.0,0.198,0.592,117.777,audio_features,6utiXjyN4dWoMNEZa2skxn,spotify:track:6utiXjyN4dWoMNEZa2skxn,https://api.spotify.com/v1/tracks/6utiXjyN4dWoMNEZa2skxn,https://api.spotify.com/v1/audio-analysis/6utiXjyN4dWoMNEZa2skxn,164813,4
Cool Jerk,The Capitols,1CQHMHRCDs1qioeseVTbaR,1CQHMHRCDs1qioeseVTbaR,0.704,0.574,10,-14.524,0,0.0611,0.339,0.0,0.0705,0.763,83.955,audio_features,1CQHMHRCDs1qioeseVTbaR,spotify:track:1CQHMHRCDs1qioeseVTbaR,https://api.spotify.com/v1/tracks/1CQHMHRCDs1qioeseVTbaR,https://api.spotify.com/v1/audio-analysis/1CQHMHRCDs1qioeseVTbaR,166747,4
B-A-B-Y,Carla Thomas,35w6fQ0Wnuv7aIryRx7gTq,35w6fQ0Wnuv7aIryRx7gTq,0.74,0.301,8,-11.975,1,0.0467,0.428,0.0,0.0782,0.669,113.61,audio_features,35w6fQ0Wnuv7aIryRx7gTq,spotify:track:35w6fQ0Wnuv7aIryRx7gTq,https://api.spotify.com/v1/tracks/35w6fQ0Wnuv7aIryRx7gTq,https://api.spotify.com/v1/audio-analysis/35w6fQ0Wnuv7aIryRx7gTq,177000,4
Hanky Panky,Tommy James and the Shondells,3uqEiaO6MUoM89nLSIs05c,3uqEiaO6MUoM89nLSIs05c,0.646,0.911,7,-6.228,0,0.101,0.411,0.000484,0.115,0.895,126.122,audio_features,3uqEiaO6MUoM89nLSIs05c,spotify:track:3uqEiaO6MUoM89nLSIs05c,https://api.spotify.com/v1/tracks/3uqEiaO6MUoM89nLSIs05c,https://api.spotify.com/v1/audio-analysis/3uqEiaO6MUoM89nLSIs05c,171688,4
When a Man Loves a Woman,Percy Sledge,51FpzuGkRYXFgsE2zXt9av,51FpzuGkRYXFgsE2zXt9av,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,audio_features,51FpzuGkRYXFgsE2zXt9av,spotify:track:51FpzuGkRYXFgsE2zXt9av,https://api.spotify.com/v1/tracks/51FpzuGkRYXFgsE2zXt9av,https://api.spotify.com/v1/audio-analysis/51FpzuGkRYXFgsE2zXt9av,173867,3
Time Won't Let Me,The Outsiders,7i4rIZqwNg4wtmYO6SDKru,7i4rIZqwNg4wtmYO6SDKru,0.438,0.425,11,-20.396,0,0.0307,0.35,4.03e-05,0.48,0.841,150.238,audio_features,7i4rIZqwNg4wtmYO6SDKru,spotify:track:7i4rIZqwNg4wtmYO6SDKru,https://api.spotify.com/v1/tracks/7i4rIZqwNg4wtmYO6SDKru,https://api.spotify.com/v1/audio-analysis/7i4rIZqwNg4wtmYO6SDKru,181733,4
Bus Stop,The Hollies,3Jw2A9SC8zhntx4ON9VabX,3Jw2A9SC8zhntx4ON9VabX,0.597,0.66,4,-10.812,0,0.0331,0.132,0.0,0.0948,0.742,136.283,audio_features,3Jw2A9SC8zhntx4ON9VabX,spotify:track:3Jw2A9SC8zhntx4ON9VabX,https://api.spotify.com/v1/tracks/3Jw2A9SC8zhntx4ON9VabX,https://api.spotify.com/v1/audio-analysis/3Jw2A9SC8zhntx4ON9VabX,174533,4
Paint It Black,The Rolling Stones,63T7DJ1AFDD6Bn8VzG6JE8,63T7DJ1AFDD6Bn8VzG6JE8,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
Summer in the City,The Lovin' Spoonful,7AzFID6u1b3zIWbd9pb8Dk,7AzFID6u1b3zIWbd9pb8Dk,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,audio_features,7AzFID6u1b3zIWbd9pb8Dk,spotify:track:7AzFID6u1b3zIWbd9pb8Dk,https://api.spotify.com/v1/tracks/7AzFID6u1b3zIWbd9pb8Dk,https://api.spotify.com/v1/audio-analysis/7AzFID6u1b3zIWbd9pb8Dk,160307,4
I'm So Lonesome I Could Cry,B. J. Thomas & the Triumphs,5368j0repMOx3aE9AM0nCf,5368j0repMOx3aE9AM0nCf,0.241,0.284,7,-10.051,1,0.0306,0.634,0.0411,0.0858,0.227,78.435,audio_features,5368j0repMOx3aE9AM0nCf,spotify:track:5368j0repMOx3aE9AM0nCf,https://api.spotify.com/v1/tracks/5368j0repMOx3aE9AM0nCf,https://api.spotify.com/v1/audio-analysis/5368j0repMOx3aE9AM0nCf,190080,3
My Love,Petula Clark,1Pr9fa2ySv0x5u9Q2SeEhO,1Pr9fa2ySv0x5u9Q2SeEhO,0.517,0.852,9,-6.46,1,0.0427,0.647,0.000849,0.193,0.964,174.295,audio_features,1Pr9fa2ySv0x5u9Q2SeEhO,spotify:track:1Pr9fa2ySv0x5u9Q2SeEhO,https://api.spotify.com/v1/tracks/1Pr9fa2ySv0x5u9Q2SeEhO,https://api.spotify.com/v1/audio-analysis/1Pr9fa2ySv0x5u9Q2SeEhO,161933,4
Daydream,The Lovin' Spoonful,3c06k9x6MHHdPQi3ix68yF,3c06k9x6MHHdPQi3ix68yF,0.822,0.332,1,-11.369,1,0.0506,0.834,0.0,0.11,0.834,110.802,audio_features,3c06k9x6MHHdPQi3ix68yF,spotify:track:3c06k9x6MHHdPQi3ix68yF,https://api.spotify.com/v1/tracks/3c06k9x6MHHdPQi3ix68yF,https://api.spotify.com/v1/audio-analysis/3c06k9x6MHHdPQi3ix68yF,139093,4
Ain't Too Proud to Beg,The Temptations,4CoGNqLap7UGU5Q3VdKug0,4CoGNqLap7UGU5Q3VdKug0,0.763,0.656,0,-6.86,1,0.0417,0.549,0.0,0.125,0.926,118.394,audio_features,4CoGNqLap7UGU5Q3VdKug0,spotify:track:4CoGNqLap7UGU5Q3VdKug0,https://api.spotify.com/v1/tracks/4CoGNqLap7UGU5Q3VdKug0,https://api.spotify.com/v1/audio-analysis/4CoGNqLap7UGU5Q3VdKug0,156173,4
Wild Thing,The Troggs,7jGzYUZ2Bgg8BDfYlQRfn8,7jGzYUZ2Bgg8BDfYlQRfn8,0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871,audio_features,7jGzYUZ2Bgg8BDfYlQRfn8,spotify:track:7jGzYUZ2Bgg8BDfYlQRfn8,https://api.spotify.com/v1/tracks/7jGzYUZ2Bgg8BDfYlQRfn8,https://api.spotify.com/v1/audio-analysis/7jGzYUZ2Bgg8BDfYlQRfn8,155333,4
Elusive Butterfly,Bob Lind,226EXK5tPVsqaZ2y9RACR0,226EXK5tPVsqaZ2y9RACR0,0.577,0.621,3,-8.217,1,0.0262,0.099,0.0,0.0945,0.78,94.982,audio_features,226EXK5tPVsqaZ2y9RACR0,spotify:track:226EXK5tPVsqaZ2y9RACR0,https://api.spotify.com/v1/tracks/226EXK5tPVsqaZ2y9RACR0,https://api.spotify.com/v1/audio-analysis/226EXK5tPVsqaZ2y9RACR0,168533,4
I Am a Rock,Simon & Garfunkel,0byOqNZN9ailhoORv5Ps0Z,0byOqNZN9ailhoORv5Ps0Z,0.66,0.611,0,-10.309,1,0.0392,0.423,1.11e-05,0.107,0.749,113.898,audio_features,0byOqNZN9ailhoORv5Ps0Z,spotify:track:0byOqNZN9ailhoORv5Ps0Z,https://api.spotify.com/v1/tracks/0byOqNZN9ailhoORv5Ps0Z,https://api.spotify.com/v1/audio-analysis/0byOqNZN9ailhoORv5Ps0Z,169520,4
Dirty Water,The Standells,3NINDFPIYnyT26cWWRomOQ,3NINDFPIYnyT26cWWRomOQ,0.62,0.781,9,-5.938,1,0.0379,0.181,0.0,0.187,0.864,144.707,audio_features,3NINDFPIYnyT26cWWRomOQ,spotify:track:3NINDFPIYnyT26cWWRomOQ,https://api.spotify.com/v1/tracks/3NINDFPIYnyT26cWWRomOQ,https://api.spotify.com/v1/audio-analysis/3NINDFPIYnyT26cWWRomOQ,167253,4
Hooray for Hazel,Tommy Roe,3koPNalAOcO8orv2MBvxen,3koPNalAOcO8orv2MBvxen,0.656,0.795,9,-7.338,1,0.0314,0.0328,3.42e-06,0.0898,0.96,116.475,audio_features,3koPNalAOcO8orv2MBvxen,spotify:track:3koPNalAOcO8orv2MBvxen,https://api.spotify.com/v1/tracks/3koPNalAOcO8orv2MBvxen,https://api.spotify.com/v1/audio-analysis/3koPNalAOcO8orv2MBvxen,149547,4
Crying Time,Ray Charles,1ixBweyBTDxzZGJZJLe49Q,1ixBweyBTDxzZGJZJLe49Q,0.203,0.301,8,-12.233,1,0.0367,0.663,0.0,0.156,0.398,202.737,audio_features,1ixBweyBTDxzZGJZJLe49Q,spotify:track:1ixBweyBTDxzZGJZJLe49Q,https://api.spotify.com/v1/tracks/1ixBweyBTDxzZGJZJLe49Q,https://api.spotify.com/v1/audio-analysis/1ixBweyBTDxzZGJZJLe49Q,175772,3
Sweet Pea,Tommy Roe,5WeHEbyAGCQ7fB3IF2FeD8,5WeHEbyAGCQ7fB3IF2FeD8,0.586,0.755,4,-7.378,1,0.0341,0.0601,7.77e-05,0.1,0.963,119.634,audio_features,5WeHEbyAGCQ7fB3IF2FeD8,spotify:track:5WeHEbyAGCQ7fB3IF2FeD8,https://api.spotify.com/v1/tracks/5WeHEbyAGCQ7fB3IF2FeD8,https://api.spotify.com/v1/audio-analysis/5WeHEbyAGCQ7fB3IF2FeD8,132573,4
Secret Agent Man,Johnny Rivers,2BlaUfBTbWG50DoZHBD1uV,2BlaUfBTbWG50DoZHBD1uV,0.539,0.452,4,-16.838,0,0.0461,0.0238,0.0197,0.944,0.928,163.101,audio_features,2BlaUfBTbWG50DoZHBD1uV,spotify:track:2BlaUfBTbWG50DoZHBD1uV,https://api.spotify.com/v1/tracks/2BlaUfBTbWG50DoZHBD1uV,https://api.spotify.com/v1/audio-analysis/2BlaUfBTbWG50DoZHBD1uV,185493,4
Did You Ever Have to Make Up Your Mind?,The Lovin' Spoonful,06YcuDoEZvMcxgzvtzJTz4,06YcuDoEZvMcxgzvtzJTz4,0.789,0.5,7,-9.064,1,0.0342,0.761,0.0,0.181,0.945,120.214,audio_features,06YcuDoEZvMcxgzvtzJTz4,spotify:track:06YcuDoEZvMcxgzvtzJTz4,https://api.spotify.com/v1/tracks/06YcuDoEZvMcxgzvtzJTz4,https://api.spotify.com/v1/audio-analysis/06YcuDoEZvMcxgzvtzJTz4,119373,4
We Can Work It Out,The Beatles,1hTUFqJuQAMjXVGwUPWDqi,1hTUFqJuQAMjXVGwUPWDqi,0.378,0.677,2,-8.63,1,0.0298,0.0635,0.0,0.183,0.648,106.071,audio_features,1hTUFqJuQAMjXVGwUPWDqi,spotify:track:1hTUFqJuQAMjXVGwUPWDqi,https://api.spotify.com/v1/tracks/1hTUFqJuQAMjXVGwUPWDqi,https://api.spotify.com/v1/audio-analysis/1hTUFqJuQAMjXVGwUPWDqi,135693,4
Homeward Bound,Simon & Garfunkel,4Xl2PrS3DJqqSKXCo6Uhv9,4Xl2PrS3DJqqSKXCo6Uhv9,0.485,0.378,3,-11.773,1,0.0337,0.831,0.0,0.103,0.528,92.928,audio_features,4Xl2PrS3DJqqSKXCo6Uhv9,spotify:track:4Xl2PrS3DJqqSKXCo6Uhv9,https://api.spotify.com/v1/tracks/4Xl2PrS3DJqqSKXCo6Uhv9,https://api.spotify.com/v1/audio-analysis/4Xl2PrS3DJqqSKXCo6Uhv9,149613,4
Uptight (Everything's Alright),Stevie Wonder,0Hw6SCrtU9pFCjgAONpnGZ,0Hw6SCrtU9pFCjgAONpnGZ,0.593,0.642,5,-9.894,0,0.0304,0.186,0.0,0.129,0.919,133.281,audio_features,0Hw6SCrtU9pFCjgAONpnGZ,spotify:track:0Hw6SCrtU9pFCjgAONpnGZ,https://api.spotify.com/v1/tracks/0Hw6SCrtU9pFCjgAONpnGZ,https://api.spotify.com/v1/audio-analysis/0Hw6SCrtU9pFCjgAONpnGZ,174400,4
Bang Bang (My Baby Shot Me Down),Cher,75miYzXfHBB7Bb8zbLMzFZ,75miYzXfHBB7Bb8zbLMzFZ,0.515,0.291,7,-17.016,0,0.0302,0.311,0.0,0.288,0.781,84.264,audio_features,75miYzXfHBB7Bb8zbLMzFZ,spotify:track:75miYzXfHBB7Bb8zbLMzFZ,https://api.spotify.com/v1/tracks/75miYzXfHBB7Bb8zbLMzFZ,https://api.spotify.com/v1/audio-analysis/75miYzXfHBB7Bb8zbLMzFZ,165293,4
Sloop John B,The Beach Boys,2ULL3VZf4WwBKO4vjwT7Bg,2ULL3VZf4WwBKO4vjwT7Bg,0.567,0.745,8,-5.423,1,0.0264,0.402,0.0,0.0873,0.903,125.575,audio_features,2ULL3VZf4WwBKO4vjwT7Bg,spotify:track:2ULL3VZf4WwBKO4vjwT7Bg,https://api.spotify.com/v1/tracks/2ULL3VZf4WwBKO4vjwT7Bg,https://api.spotify.com/v1/audio-analysis/2ULL3VZf4WwBKO4vjwT7Bg,180133,4
19th Nervous Breakdown,The Rolling Stones,21ElXnithj4MX8E4rg5lh8,21ElXnithj4MX8E4rg5lh8,0.477,0.842,4,-7.356,1,0.0371,0.0142,0.106,0.271,0.796,96.457,audio_features,21ElXnithj4MX8E4rg5lh8,spotify:track:21ElXnithj4MX8E4rg5lh8,https://api.spotify.com/v1/tracks/21ElXnithj4MX8E4rg5lh8,https://api.spotify.com/v1/audio-analysis/21ElXnithj4MX8E4rg5lh8,236400,4
Psychotic Reaction,Count Five,5JcaA4A9ZoXthwEnxOxWvP,5JcaA4A9ZoXthwEnxOxWvP,0.358,0.753,11,-6.641,1,0.0986,0.000259,0.0199,0.266,0.688,164.896,audio_features,5JcaA4A9ZoXthwEnxOxWvP,spotify:track:5JcaA4A9ZoXthwEnxOxWvP,https://api.spotify.com/v1/tracks/5JcaA4A9ZoXthwEnxOxWvP,https://api.spotify.com/v1/audio-analysis/5JcaA4A9ZoXthwEnxOxWvP,185524,4
Paperback Writer,The Beatles,0Ui8KPWZbJJQ2Y0CIQuVqX,0Ui8KPWZbJJQ2Y0CIQuVqX,0.472,0.856,7,-6.03,1,0.0562,0.147,2.78e-06,0.595,0.841,78.696,audio_features,0Ui8KPWZbJJQ2Y0CIQuVqX,spotify:track:0Ui8KPWZbJJQ2Y0CIQuVqX,https://api.spotify.com/v1/tracks/0Ui8KPWZbJJQ2Y0CIQuVqX,https://api.spotify.com/v1/audio-analysis/0Ui8KPWZbJJQ2Y0CIQuVqX,138200,4
Beauty Is Only Skin Deep,The Temptations,5igKwBONSuxkQ99H0hk7Ut,5igKwBONSuxkQ99H0hk7Ut,0.655,0.547,0,-4.862,1,0.0425,0.093,0.0,0.0618,0.628,119.902,audio_features,5igKwBONSuxkQ99H0hk7Ut,spotify:track:5igKwBONSuxkQ99H0hk7Ut,https://api.spotify.com/v1/tracks/5igKwBONSuxkQ99H0hk7Ut,https://api.spotify.com/v1/audio-analysis/5igKwBONSuxkQ99H0hk7Ut,144507,4
No Matter What Shape (Your Stomach's In),The T-Bones,5DkgAX62bM7gwYpOGtOGfK,5DkgAX62bM7gwYpOGtOGfK,0.786,0.803,0,-12.7,1,0.0313,0.257,0.793,0.044,0.964,125.841,audio_features,5DkgAX62bM7gwYpOGtOGfK,spotify:track:5DkgAX62bM7gwYpOGtOGfK,https://api.spotify.com/v1/tracks/5DkgAX62bM7gwYpOGtOGfK,https://api.spotify.com/v1/audio-analysis/5DkgAX62bM7gwYpOGtOGfK,136853,4
Barefootin,Robert Parker,0VwK5pLjwFPy8FSEC1htp9,0VwK5pLjwFPy8FSEC1htp9,0.734,0.477,6,-10.822,1,0.0485,0.409,0.000662,0.0768,0.939,145.188,audio_features,0VwK5pLjwFPy8FSEC1htp9,spotify:track:0VwK5pLjwFPy8FSEC1htp9,https://api.spotify.com/v1/tracks/0VwK5pLjwFPy8FSEC1htp9,https://api.spotify.com/v1/audio-analysis/0VwK5pLjwFPy8FSEC1htp9,157173,4
Just Like Me,Paul Revere & the Raiders,26zxM3tt5OnkxGFGuKyJHQ,26zxM3tt5OnkxGFGuKyJHQ,0.67,0.796,0,-7.717,1,0.0399,0.378,1.19e-05,0.189,0.924,126.063,audio_features,26zxM3tt5OnkxGFGuKyJHQ,spotify:track:26zxM3tt5OnkxGFGuKyJHQ,https://api.spotify.com/v1/tracks/26zxM3tt5OnkxGFGuKyJHQ,https://api.spotify.com/v1/audio-analysis/26zxM3tt5OnkxGFGuKyJHQ,153293,4
